ID,year,loan_limit,Gender,approv_in_adv,loan_type,loan_purpose,Credit_Worthiness,open_credit,business_or_commercial,loan_amount,rate_of_interest,Interest_rate_spread,Upfront_charges,term,Neg_ammortization,interest_only,lump_sum_payment,property_value,construction_type,occupancy_type,Secured_by,total_units,income,credit_type,Credit_Score,co-applicant_credit_type,age,submission_of_application,LTV,Region,Security_Type,Status,dtir1
26941,2019,cf,Sex Not Available,nopre,type2,p3,l1,nopc,b/c,196500,,,,360.0,not_neg,not_int,not_lpsm,,sb,pr,home,1U,6060.0,EQUI,698,EXP,45-54,to_inst,,south,direct,1,
26942,2019,cf,Joint,pre,type2,p4,l1,nopc,b/c,546500,3.75,0.4215,7074.77,360.0,not_neg,not_int,not_lpsm,588000.0,sb,pr,home,1U,7860.0,CRIF,746,EXP,35-44,not_inst,92.94217687,North,direct,0,46.0
26943,2019,cf,Male,nopre,type1,p4,l1,nopc,nob/c,416500,3.99,0.3457,0.0,360.0,not_neg,int_only,not_lpsm,458000.0,sb,pr,home,1U,6960.0,EXP,772,CIB,25-34,not_inst,90.93886463,North,direct,0,49.0
26944,2019,cf,Joint,nopre,type1,p4,l1,nopc,nob/c,306500,3.25,-0.3579,467.87,360.0,not_neg,not_int,not_lpsm,428000.0,sb,pr,home,1U,7980.0,EXP,709,EXP,35-44,not_inst,71.61214953,south,direct,0,13.0
26945,2019,cf,Male,nopre,type1,p3,l1,nopc,nob/c,376500,3.75,0.8887,7746.88,240.0,not_neg,not_int,not_lpsm,498000.0,sb,pr,home,1U,12720.0,CIB,797,EXP,35-44,to_inst,75.60240964,North,direct,0,26.0
26946,2019,cf,Joint,pre,type2,p3,l1,nopc,b/c,146500,3.625,1.0224,4697.23,360.0,not_neg,not_int,not_lpsm,168000.0,sb,pr,home,1U,1920.0,CRIF,778,EXP,65-74,to_inst,87.20238095,North,direct,0,51.0
26947,2019,cf,Male,nopre,type1,p4,l1,nopc,nob/c,476500,4.5,0.5201,2799.52,360.0,not_neg,not_int,not_lpsm,508000.0,sb,pr,home,1U,6540.0,CIB,817,CIB,25-34,not_inst,93.7992126,south,direct,0,38.0
26948,2019,cf,Male,nopre,type1,p4,l1,nopc,nob/c,356500,3.69,-0.0007,376.08,360.0,not_neg,not_int,not_lpsm,618000.0,sb,ir,home,1U,6660.0,CIB,828,CIB,55-64,not_inst,57.68608414,North,direct,0,43.0
26949,2019,ncf,Male,nopre,type1,p4,l1,nopc,nob/c,966500,,,,360.0,neg_amm,not_int,not_lpsm,1808000.0,sb,pr,home,1U,9480.0,CRIF,808,CIB,35-44,not_inst,53.45685841,south,direct,1,57.0
26950,2019,cf,Joint,nopre,type1,p1,l1,nopc,nob/c,646500,4.5,0.5727,0.0,360.0,not_neg,int_only,not_lpsm,718000.0,sb,pr,home,1U,11760.0,EXP,853,EXP,25-34,not_inst,90.04178273,North,direct,0,32.0
26951,2019,cf,Female,nopre,type1,p3,l1,nopc,nob/c,326500,3.75,0.3867,7710.0,360.0,not_neg,not_int,not_lpsm,508000.0,sb,pr,home,1U,3780.0,CIB,887,CIB,55-64,to_inst,64.27165354,North,direct,0,44.0
26952,2019,cf,Joint,nopre,type1,p3,l1,nopc,nob/c,486500,4.56,0.2097,795.0,360.0,neg_amm,not_int,not_lpsm,1508000.0,sb,pr,home,1U,7440.0,CRIF,654,EXP,45-54,to_inst,32.26127321,North,direct,0,48.0
26953,2019,cf,Joint,nopre,type1,p1,l1,nopc,nob/c,526500,3.99,0.428,1903.63,360.0,not_neg,not_int,not_lpsm,588000.0,sb,pr,home,1U,9600.0,EXP,694,EXP,55-64,to_inst,89.54081633,North,direct,0,33.0
26954,2019,cf,Male,nopre,type1,p3,l1,nopc,nob/c,206500,3.625,0.0484,1361.0,360.0,not_neg,not_int,not_lpsm,428000.0,sb,pr,home,1U,5520.0,CRIF,705,CIB,55-64,not_inst,48.24766355,North,direct,0,22.0
26955,2019,cf,Joint,nopre,type1,p4,l1,nopc,nob/c,216500,,,,360.0,not_neg,not_int,not_lpsm,308000.0,sb,pr,home,1U,2160.0,CIB,882,EXP,45-54,to_inst,70.29220779,central,direct,1,49.0
26956,2019,cf,Female,nopre,type1,p4,l1,nopc,nob/c,596500,,,,360.0,not_neg,not_int,not_lpsm,,sb,pr,home,1U,7080.0,EQUI,673,EXP,35-44,not_inst,,south,direct,1,
26957,2019,cf,Sex Not Available,nopre,type1,p4,l1,nopc,nob/c,486500,,,,360.0,not_neg,not_int,not_lpsm,,sb,pr,home,1U,12780.0,EQUI,756,EXP,55-64,to_inst,,south,direct,1,
26958,2019,cf,Male,nopre,type1,p4,l1,nopc,nob/c,596500,,,,360.0,not_neg,not_int,not_lpsm,,sb,pr,home,1U,7140.0,EQUI,805,EXP,25-34,not_inst,,North,direct,1,
26959,2019,cf,Joint,nopre,type1,p4,l1,nopc,nob/c,336500,3.75,0.2339,7350.01,324.0,not_neg,not_int,not_lpsm,478000.0,sb,pr,home,1U,6300.0,EXP,623,EXP,35-44,to_inst,70.39748954,North,direct,0,34.0
26960,2019,cf,Male,nopre,type3,p3,l1,nopc,nob/c,286500,,,,360.0,neg_amm,not_int,not_lpsm,,sb,pr,home,1U,3000.0,EQUI,867,EXP,>74,to_inst,,North,direct,1,
26961,2019,cf,Sex Not Available,nopre,type1,p3,l1,nopc,nob/c,376500,3.99,0.2005,0.0,360.0,not_neg,not_int,not_lpsm,558000.0,sb,pr,home,1U,5340.0,EXP,845,EXP,25-34,not_inst,67.47311828,south,direct,0,36.0
26962,2019,cf,Sex Not Available,nopre,type2,p4,l1,nopc,b/c,206500,3.625,1.0143,0.0,360.0,neg_amm,not_int,not_lpsm,218000.0,sb,pr,home,1U,,CIB,522,EXP,65-74,not_inst,94.72477064,south,direct,0,
26963,2019,cf,Joint,nopre,type1,p1,l1,nopc,nob/c,206500,3.4,-0.2407,193.94,360.0,not_neg,not_int,not_lpsm,268000.0,sb,pr,home,1U,5220.0,CRIF,562,EXP,>74,to_inst,77.05223881,North,direct,0,38.0
26964,2019,cf,Female,nopre,type1,p1,l1,nopc,nob/c,296500,3.625,0.2022,878.64,360.0,not_neg,not_int,not_lpsm,308000.0,sb,pr,home,1U,6180.0,CIB,535,CIB,35-44,not_inst,96.26623377,central,direct,0,27.0
26965,2019,ncf,Sex Not Available,nopre,type1,p3,l1,nopc,nob/c,226500,4.5,0.5635,5525.0,360.0,not_neg,not_int,not_lpsm,288000.0,sb,pr,home,1U,11100.0,EXP,823,EXP,35-44,to_inst,78.64583333,south,direct,0,27.0
26966,2019,cf,Joint,nopre,type1,p3,l1,nopc,nob/c,426500,4.125,0.155,1810.0,360.0,not_neg,not_int,not_lpsm,738000.0,sb,pr,home,2U,6420.0,CIB,612,EXP,45-54,not_inst,57.79132791,North,direct,0,36.0
26967,2019,cf,Joint,nopre,type2,p4,l1,nopc,b/c,456500,3.75,0.9504,0.0,360.0,not_neg,not_int,not_lpsm,478000.0,sb,pr,home,1U,,EXP,631,EXP,35-44,to_inst,95.50209205,south,direct,0,
26968,2019,cf,Male,nopre,type1,p2,l1,nopc,nob/c,226500,3.69,0.0485,1098.0,360.0,not_neg,not_int,not_lpsm,858000.0,sb,pr,home,1U,5220.0,CIB,863,CIB,65-74,not_inst,26.3986014,North,direct,0,37.0
26969,2019,cf,Female,nopre,type1,p3,l1,nopc,nob/c,306500,3.375,0.4279,5755.3,180.0,not_neg,int_only,not_lpsm,508000.0,sb,pr,home,1U,5340.0,CIB,782,CIB,35-44,to_inst,60.33464567,North,direct,0,49.0
26970,2019,,Sex Not Available,nopre,type1,p1,l1,nopc,nob/c,86500,4.25,0.6098,2504.0,360.0,not_neg,not_int,not_lpsm,88000.0,sb,pr,home,1U,1620.0,CIB,618,CIB,55-64,to_inst,98.29545455,south,direct,0,44.0
26971,2019,cf,Joint,nopre,type1,p3,l1,nopc,nob/c,346500,,,,360.0,neg_amm,not_int,not_lpsm,418000.0,sb,pr,home,1U,12360.0,CIB,893,EXP,45-54,to_inst,82.89473684,North,direct,1,34.0
26972,2019,cf,Female,nopre,type1,p3,l1,nopc,nob/c,206500,3.99,0.4562,5500.0,360.0,not_neg,not_int,not_lpsm,488000.0,sb,pr,home,1U,2160.0,CIB,866,CIB,>74,to_inst,42.31557377,south,direct,0,37.0
26973,2019,cf,Male,nopre,type1,p4,l1,nopc,nob/c,486500,4.75,0.2541,0.0,360.0,neg_amm,not_int,not_lpsm,548000.0,sb,pr,home,1U,6600.0,CIB,884,CIB,25-34,not_inst,88.77737226,North,direct,0,43.0
26974,2019,cf,Male,nopre,type3,p3,l1,nopc,nob/c,106500,,,,360.0,not_neg,not_int,not_lpsm,,sb,pr,home,1U,1440.0,EQUI,601,EXP,65-74,to_inst,,North,direct,1,
26975,2019,cf,Female,nopre,type1,p3,l1,nopc,nob/c,336500,4.99,0.4333,2840.0,360.0,not_neg,not_int,not_lpsm,508000.0,sb,pr,home,1U,4320.0,CRIF,759,CIB,>74,to_inst,66.24015748,central,direct,0,40.0
26976,2019,cf,Male,nopre,type2,p4,l1,nopc,b/c,346500,3.375,0.7225,0.0,360.0,not_neg,not_int,not_lpsm,388000.0,sb,pr,home,1U,,CIB,631,CIB,45-54,not_inst,89.30412371,North,direct,0,
26977,2019,cf,Sex Not Available,nopre,type1,p4,l1,nopc,nob/c,366500,3.99,0.319,4910.0,360.0,not_neg,not_int,not_lpsm,548000.0,sb,pr,home,1U,9960.0,CIB,537,CIB,45-54,to_inst,66.87956204,south,direct,0,43.0
26978,2019,cf,Joint,pre,type1,p1,l2,nopc,nob/c,206500,3.99,0.3144,3250.0,360.0,not_neg,not_int,not_lpsm,298000.0,sb,pr,home,1U,3360.0,CIB,840,EXP,25-34,to_inst,69.29530201,central,direct,0,48.0
26979,2019,cf,Joint,nopre,type1,p3,l1,nopc,nob/c,376500,4.125,0.0527,3025.0,360.0,not_neg,not_int,not_lpsm,508000.0,sb,pr,home,1U,5640.0,CIB,713,EXP,>74,to_inst,74.11417323,North,direct,0,20.0
26980,2019,cf,Male,nopre,type1,p4,l1,nopc,nob/c,506500,,,,360.0,not_neg,not_int,not_lpsm,,sb,pr,home,1U,4680.0,EQUI,780,EXP,35-44,not_inst,,North,direct,1,
26981,2019,cf,Sex Not Available,nopre,type1,p3,l1,nopc,nob/c,146500,4.75,0.5869,5075.0,360.0,not_neg,not_int,not_lpsm,228000.0,sb,pr,home,1U,4320.0,CRIF,757,CIB,>74,to_inst,64.25438596,south,direct,0,42.0
26982,2019,cf,Male,nopre,type1,p3,l1,nopc,nob/c,486500,3.875,0.346,5488.06,360.0,not_neg,not_int,not_lpsm,1248000.0,sb,pr,home,1U,7800.0,EXP,897,CIB,55-64,to_inst,38.98237179,North,direct,0,35.0
26983,2019,cf,Female,nopre,type1,p4,l1,nopc,nob/c,216500,,,,240.0,not_neg,not_int,not_lpsm,,sb,pr,home,1U,4320.0,EQUI,751,EXP,35-44,to_inst,,central,direct,1,
26984,2019,cf,Joint,nopre,type1,p4,l1,nopc,nob/c,186500,4.875,0.6597,4930.0,360.0,neg_amm,not_int,not_lpsm,248000.0,sb,pr,home,1U,5940.0,CRIF,700,EXP,55-64,to_inst,75.2016129,North,direct,0,40.0
26985,2019,cf,Joint,pre,type2,p3,l1,nopc,b/c,436500,,,,360.0,not_neg,not_int,not_lpsm,658000.0,sb,pr,home,1U,3300.0,CIB,504,EXP,55-64,to_inst,66.33738602,North,direct,1,35.0
26986,2019,cf,Joint,nopre,type1,p3,l1,nopc,nob/c,186500,5.25,1.4102,5339.0,360.0,not_neg,not_int,not_lpsm,298000.0,sb,ir,home,1U,5640.0,CRIF,745,EXP,45-54,to_inst,62.58389262,North,direct,0,42.0
26987,2019,cf,Male,nopre,type1,p1,l1,nopc,nob/c,606500,4.5,0.0616,,360.0,neg_amm,not_int,not_lpsm,1298000.0,sb,pr,home,1U,8760.0,EXP,589,CIB,35-44,not_inst,46.7257319,North,direct,0,43.0
26988,2019,,Male,nopre,type1,p4,l1,nopc,nob/c,396500,4.0,-0.098,0.0,360.0,not_neg,not_int,not_lpsm,588000.0,sb,pr,home,1U,9600.0,EXP,776,CIB,45-54,not_inst,67.43197279,North,direct,0,40.0
26989,2019,cf,Sex Not Available,nopre,type1,p3,l1,nopc,nob/c,416500,3.5,-0.2112,,360.0,not_neg,not_int,not_lpsm,668000.0,sb,pr,home,1U,4440.0,CIB,555,CIB,45-54,not_inst,62.3502994,south,direct,0,41.0
26990,2019,cf,Sex Not Available,pre,type1,p3,l1,nopc,nob/c,466500,3.75,0.3074,16558.35,360.0,not_neg,not_int,not_lpsm,878000.0,sb,pr,home,1U,3960.0,CRIF,699,CIB,55-64,to_inst,53.13211845,south,direct,0,45.0
26991,2019,cf,Male,nopre,type1,p4,l1,nopc,nob/c,446500,3.5,-0.268,0.0,360.0,not_neg,not_int,not_lpsm,758000.0,sb,pr,home,1U,7380.0,CIB,632,CIB,55-64,not_inst,58.90501319,south,direct,0,49.0
26992,2019,cf,Female,nopre,type1,p3,l1,nopc,nob/c,206500,4.5,0.7011,4500.0,360.0,not_neg,not_int,not_lpsm,978000.0,sb,pr,home,1U,3720.0,CIB,534,CIB,>74,to_inst,21.11451943,North,direct,0,31.0
26993,2019,ncf,Joint,pre,type1,p1,l1,nopc,nob/c,406500,4.25,0.2151,1000.0,360.0,not_neg,not_int,not_lpsm,488000.0,sb,pr,home,1U,6300.0,EXP,845,EXP,25-34,to_inst,83.29918033,south,direct,0,39.0
26994,2019,cf,Joint,nopre,type3,p3,l1,nopc,nob/c,346500,3.0,-0.7614,0.0,360.0,not_neg,not_int,not_lpsm,658000.0,sb,pr,home,1U,7140.0,EXP,804,EXP,45-54,not_inst,52.65957447,central,direct,0,36.0
26995,2019,cf,Joint,nopre,type1,p3,l1,nopc,nob/c,206500,4.5,1.0935,5750.0,360.0,not_neg,not_int,not_lpsm,448000.0,sb,ir,home,1U,3180.0,CRIF,751,EXP,>74,to_inst,46.09375,North,direct,0,40.0
26996,2019,cf,Joint,pre,type3,p4,l1,nopc,nob/c,536500,3.5,-0.241,,360.0,not_neg,not_int,not_lpsm,618000.0,sb,pr,home,1U,,CIB,531,EXP,35-44,to_inst,86.81229773,south,direct,0,
26997,2019,cf,Male,pre,type2,p4,l1,nopc,b/c,656500,,,,360.0,not_neg,not_int,not_lpsm,758000.0,sb,pr,home,1U,,EXP,732,CIB,35-44,to_inst,86.60949868,central,direct,1,
26998,2019,cf,Joint,nopre,type2,p3,l1,nopc,b/c,166500,4.99,1.16,108.57,360.0,not_neg,not_int,not_lpsm,188000.0,sb,pr,home,1U,3720.0,CIB,515,EXP,45-54,to_inst,88.56382979,North,direct,0,47.0
