ID,year,loan_limit,Gender,approv_in_adv,loan_type,loan_purpose,Credit_Worthiness,open_credit,business_or_commercial,loan_amount,rate_of_interest,Interest_rate_spread,Upfront_charges,term,Neg_ammortization,interest_only,lump_sum_payment,property_value,construction_type,occupancy_type,Secured_by,total_units,income,credit_type,Credit_Score,co-applicant_credit_type,age,submission_of_application,LTV,Region,Security_Type,Status,dtir1
25939,2019,cf,Sex Not Available,nopre,type1,p4,l1,nopc,nob/c,116500,,,,144.0,neg_amm,not_int,not_lpsm,368000.0,sb,pr,home,1U,4680.0,CRIF,646,EXP,55-64,to_inst,31.6576087,south,direct,1,31.0
25940,2019,cf,Female,nopre,type1,p3,l1,nopc,nob/c,246500,4.875,0.6479,5555.0,360.0,not_neg,not_int,not_lpsm,308000.0,sb,pr,home,1U,4260.0,CIB,737,CIB,35-44,not_inst,80.03246753,North,direct,0,39.0
25941,2019,cf,Male,pre,type1,p1,l1,nopc,nob/c,496500,,,,360.0,not_neg,not_int,not_lpsm,,sb,pr,home,1U,4920.0,EQUI,754,EXP,35-44,to_inst,,North,direct,1,
25942,2019,cf,Joint,pre,type1,p1,l1,nopc,nob/c,256500,4.625,0.8094,2459.6,360.0,neg_amm,not_int,not_lpsm,288000.0,sb,pr,home,1U,8220.0,CIB,846,EXP,25-34,to_inst,89.0625,North,direct,0,46.0
25943,2019,cf,Joint,pre,type1,p3,l1,nopc,nob/c,336500,3.625,0.678,5030.0,180.0,not_neg,not_int,not_lpsm,568000.0,sb,pr,home,1U,8160.0,CIB,800,EXP,45-54,to_inst,59.24295775,North,direct,0,31.0
25944,2019,cf,Sex Not Available,nopre,type1,p4,l1,nopc,nob/c,426500,3.75,-0.0352,10.02,360.0,not_neg,not_int,not_lpsm,1048000.0,sb,pr,home,1U,8040.0,CRIF,867,CIB,55-64,to_inst,40.69656489,south,direct,0,35.0
25945,2019,cf,Sex Not Available,nopre,type1,p4,l1,nopc,nob/c,476500,3.125,-0.6044,4206.88,348.0,not_neg,not_int,not_lpsm,908000.0,sb,sr,home,1U,189360.0,CIB,702,CIB,35-44,to_inst,52.47797357,south,direct,0,14.0
25946,2019,cf,Male,nopre,type1,p3,l1,nopc,nob/c,526500,4.625,0.4989,10407.5,360.0,not_neg,not_int,not_lpsm,828000.0,sb,pr,home,1U,6600.0,EXP,642,CIB,55-64,to_inst,63.58695652,North,direct,0,49.0
25947,2019,cf,Female,nopre,type1,p4,l1,nopc,nob/c,236500,2.99,-0.1411,1610.36,180.0,not_neg,not_int,not_lpsm,528000.0,sb,pr,home,1U,13920.0,CRIF,878,EXP,45-54,not_inst,44.79166667,North,direct,0,20.0
25948,2019,ncf,Female,nopre,type1,p3,l1,nopc,nob/c,236500,4.875,0.9786,5117.5,360.0,not_neg,not_int,not_lpsm,288000.0,sb,pr,home,1U,4140.0,EXP,745,EXP,45-54,to_inst,82.11805556,North,direct,0,38.0
25949,2019,cf,Female,nopre,type1,p3,l1,nopc,nob/c,216500,3.625,0.0623,679.87,360.0,not_neg,not_int,not_lpsm,378000.0,sb,pr,home,1U,3960.0,CRIF,690,CIB,45-54,not_inst,57.27513228,North,direct,0,31.0
25950,2019,cf,Male,nopre,type1,p4,l1,nopc,nob/c,336500,3.625,-0.1027,556.34,360.0,not_neg,not_int,not_lpsm,648000.0,sb,pr,home,1U,3360.0,CRIF,718,CIB,25-34,not_inst,51.92901235,North,direct,0,46.0
25951,2019,cf,Joint,nopre,type1,p4,l1,nopc,nob/c,586500,4.125,0.044,1914.48,360.0,not_neg,not_int,not_lpsm,778000.0,sb,pr,home,1U,9540.0,EXP,662,EXP,45-54,not_inst,75.38560411,south,direct,0,49.0
25952,2019,cf,Sex Not Available,pre,type2,p3,l1,nopc,b/c,266500,,,,360.0,not_neg,not_int,not_lpsm,288000.0,sb,pr,home,1U,2940.0,CIB,826,CIB,65-74,to_inst,92.53472222,south,direct,1,57.0
25953,2019,cf,Joint,nopre,type3,p4,l1,nopc,nob/c,476500,,,,360.0,not_neg,not_int,lpsm,,sb,pr,home,1U,0.0,EQUI,539,EXP,55-64,to_inst,,south,direct,1,
25954,2019,ncf,Joint,nopre,type1,p3,l1,nopc,nob/c,446500,4.25,0.4986,4000.0,120.0,not_neg,not_int,not_lpsm,988000.0,sb,pr,home,1U,15600.0,EXP,579,EXP,55-64,to_inst,45.19230769,south,direct,0,35.0
25955,2019,cf,Male,nopre,type1,p3,l1,nopc,nob/c,486500,,,,360.0,neg_amm,not_int,not_lpsm,,sb,pr,home,1U,7980.0,EQUI,829,EXP,35-44,not_inst,,North,direct,1,
25956,2019,cf,Male,nopre,type1,p1,l2,nopc,nob/c,166500,4.375,0.5242,4279.71,360.0,not_neg,not_int,not_lpsm,208000.0,sb,pr,home,1U,2160.0,CRIF,715,CIB,55-64,to_inst,80.04807692,central,direct,0,44.0
25957,2019,cf,Sex Not Available,nopre,type1,p3,l2,nopc,nob/c,276500,,,,300.0,neg_amm,not_int,not_lpsm,328000.0,sb,pr,home,1U,5700.0,CRIF,750,EXP,65-74,to_inst,84.29878049,south,direct,1,47.0
25958,2019,cf,Joint,pre,type1,p1,l1,nopc,nob/c,406500,4.375,-0.0201,1656.09,360.0,neg_amm,not_int,not_lpsm,478000.0,sb,pr,home,1U,4680.0,CIB,693,EXP,25-34,to_inst,85.041841,North,direct,0,39.0
25959,2019,cf,Joint,nopre,type2,p1,l1,nopc,b/c,366500,3.75,0.9078,0.0,360.0,not_neg,not_int,not_lpsm,368000.0,sb,pr,home,1U,4380.0,CIB,692,EXP,25-34,not_inst,99.5923913,North,direct,0,50.0
25960,2019,cf,Sex Not Available,nopre,type1,p3,l1,nopc,nob/c,236500,5.25,1.3586,6826.41,360.0,not_neg,not_int,not_lpsm,348000.0,sb,ir,home,1U,5160.0,EXP,782,CIB,65-74,to_inst,67.95977011,south,direct,0,37.0
25961,2019,cf,Female,nopre,type1,p3,l1,nopc,nob/c,126500,,,,360.0,not_neg,not_int,lpsm,178000.0,sb,pr,home,1U,1440.0,CIB,863,CIB,>74,to_inst,71.06741573,south,direct,1,60.0
25962,2019,cf,Sex Not Available,pre,type1,p3,l1,nopc,nob/c,266500,3.75,0.9736,7652.5,240.0,not_neg,not_int,not_lpsm,378000.0,sb,pr,home,1U,8580.0,CRIF,805,CIB,45-54,to_inst,70.5026455,south,direct,0,39.0
25963,2019,cf,Sex Not Available,pre,type1,p3,l1,nopc,nob/c,226500,4.5,0.698,6375.0,360.0,not_neg,not_int,not_lpsm,308000.0,sb,pr,home,1U,2700.0,CRIF,633,EXP,65-74,to_inst,73.53896104,south,direct,0,42.0
25964,2019,cf,Female,nopre,type1,p3,l1,nopc,nob/c,446500,3.99,0.5316,10496.59,360.0,not_neg,not_int,not_lpsm,688000.0,sb,pr,home,1U,6780.0,CRIF,827,CIB,65-74,to_inst,64.89825581,North,direct,0,41.0
25965,2019,cf,Joint,nopre,type1,p4,l1,nopc,nob/c,346500,3.75,0.042,0.0,360.0,not_neg,not_int,not_lpsm,608000.0,sb,pr,home,1U,4740.0,EXP,814,EXP,45-54,not_inst,56.99013158,North,direct,0,47.0
25966,2019,cf,Joint,nopre,type1,p4,l2,nopc,nob/c,266500,,,,300.0,neg_amm,not_int,not_lpsm,328000.0,sb,pr,home,1U,6720.0,EXP,850,EXP,55-64,to_inst,81.25,North,direct,1,46.0
25967,2019,cf,Female,nopre,type1,p1,l1,nopc,nob/c,176500,,,,360.0,not_neg,not_int,not_lpsm,,sb,pr,home,1U,3000.0,EQUI,769,EXP,65-74,to_inst,,North,direct,1,
25968,2019,cf,Male,nopre,type2,p4,l1,nopc,b/c,406500,3.5,0.6683,0.0,360.0,not_neg,not_int,not_lpsm,418000.0,sb,pr,home,1U,,EXP,707,CIB,35-44,not_inst,97.24880383,North,direct,0,
25969,2019,cf,Male,nopre,type1,p1,l1,nopc,nob/c,246500,,,,360.0,not_neg,not_int,not_lpsm,258000.0,sb,pr,home,1U,3420.0,CRIF,865,CIB,35-44,to_inst,95.54263566,North,direct,1,36.0
25970,2019,cf,Male,nopre,type2,p3,l1,nopc,b/c,266500,4.25,0.3083,0.0,360.0,not_neg,not_int,not_lpsm,468000.0,sb,pr,home,1U,7620.0,CRIF,756,CIB,45-54,not_inst,56.94444444,North,direct,0,30.0
25971,2019,cf,Female,nopre,type1,p3,l1,nopc,nob/c,186500,3.875,0.4879,3521.25,360.0,not_neg,not_int,not_lpsm,308000.0,sb,pr,home,1U,2220.0,CRIF,684,CIB,65-74,to_inst,60.55194805,North,direct,0,42.0
25972,2019,cf,Sex Not Available,pre,type3,p3,l1,nopc,nob/c,236500,,,,360.0,not_neg,not_int,not_lpsm,198000.0,sb,pr,home,1U,4920.0,CRIF,692,EXP,65-74,to_inst,119.4444444,south,direct,1,46.0
25973,2019,cf,Female,pre,type2,p3,l1,nopc,b/c,286500,3.99,1.008,2328.92,360.0,not_neg,not_int,not_lpsm,338000.0,sb,pr,home,1U,2820.0,CRIF,775,CIB,35-44,to_inst,84.76331361,North,direct,0,55.0
25974,2019,cf,Female,nopre,type1,p1,l1,nopc,nob/c,446500,,,,360.0,not_neg,not_int,not_lpsm,,sb,pr,home,1U,5640.0,EQUI,719,EXP,65-74,to_inst,,central,direct,1,
25975,2019,cf,Sex Not Available,pre,type2,p4,l1,nopc,b/c,76500,,,,180.0,not_neg,not_int,not_lpsm,98000.0,sb,pr,home,1U,2400.0,EXP,517,CIB,65-74,to_inst,78.06122449,south,direct,1,56.0
25976,2019,cf,Male,nopre,type1,p4,l1,nopc,nob/c,366500,,,,360.0,not_neg,int_only,not_lpsm,,sb,pr,home,1U,4200.0,EQUI,805,EXP,35-44,not_inst,,south,direct,1,
25977,2019,cf,Male,nopre,type1,p4,l1,nopc,nob/c,446500,3.75,-0.043,92.22,360.0,not_neg,not_int,not_lpsm,568000.0,sb,pr,home,1U,6840.0,EXP,611,CIB,55-64,not_inst,78.60915493,North,direct,0,37.0
25978,2019,cf,Male,nopre,type1,p4,l1,nopc,nob/c,356500,3.99,0.3661,2661.04,360.0,neg_amm,not_int,not_lpsm,578000.0,sb,pr,home,1U,4980.0,EXP,803,EXP,45-54,to_inst,61.67820069,south,direct,0,48.0
25979,2019,cf,Joint,nopre,type2,p1,l1,nopc,b/c,456500,,,,360.0,not_neg,not_int,not_lpsm,468000.0,sb,pr,home,1U,5700.0,CRIF,866,EXP,25-34,not_inst,97.54273504,North,direct,1,40.0
25980,2019,ncf,Female,pre,type1,p4,l1,nopc,nob/c,136500,4.5,0.5969,3528.5,360.0,not_neg,not_int,not_lpsm,358000.0,sb,pr,home,1U,2340.0,EXP,888,CIB,65-74,to_inst,38.12849162,North,direct,0,39.0
25981,2019,cf,Sex Not Available,nopre,type3,p3,l1,nopc,nob/c,116500,3.99,0.2501,4520.0,360.0,not_neg,not_int,not_lpsm,238000.0,sb,pr,home,1U,2280.0,CRIF,646,CIB,65-74,to_inst,48.94957983,south,direct,0,38.0
25982,2019,cf,Joint,nopre,type1,p3,l1,nopc,nob/c,266500,4.5,1.2565,552.75,240.0,not_neg,not_int,not_lpsm,378000.0,sb,pr,home,1U,8340.0,EXP,823,EXP,55-64,not_inst,70.5026455,North,direct,0,36.0
25983,2019,cf,Female,nopre,type1,p3,l1,nopc,nob/c,126500,3.99,0.5835,3862.5,360.0,not_neg,not_int,not_lpsm,498000.0,sb,pr,home,1U,2520.0,CIB,562,CIB,65-74,to_inst,25.40160643,North,direct,0,48.0
25984,2019,cf,Female,pre,type2,p3,l1,nopc,b/c,156500,4.375,1.4571,2072.34,360.0,not_neg,not_int,not_lpsm,428000.0,sb,pr,home,1U,3120.0,CIB,514,CIB,45-54,to_inst,36.56542056,North,direct,0,40.0
25985,2019,cf,Male,nopre,type1,p3,l1,nopc,nob/c,226500,4.25,0.6985,2821.23,180.0,not_neg,not_int,not_lpsm,328000.0,sb,pr,home,1U,5340.0,CIB,698,CIB,65-74,to_inst,69.05487805,North,direct,0,49.0
25986,2019,cf,Female,nopre,type2,p3,l1,nopc,b/c,76500,,,,360.0,not_neg,not_int,not_lpsm,118000.0,sb,pr,home,1U,2280.0,CRIF,630,CIB,65-74,to_inst,64.83050847,North,direct,1,6.0
25987,2019,cf,Joint,nopre,type1,p4,l1,nopc,nob/c,436500,3.875,0.0853,0.0,360.0,not_neg,not_int,not_lpsm,548000.0,sb,pr,home,1U,5880.0,CRIF,585,EXP,45-54,not_inst,79.65328467,North,direct,0,49.0
25988,2019,cf,Sex Not Available,nopre,type2,p3,l1,nopc,b/c,196500,4.5,1.2925,3864.41,360.0,not_neg,not_int,not_lpsm,228000.0,sb,pr,home,1U,3180.0,CIB,651,CIB,55-64,to_inst,86.18421053,south,direct,0,44.0
25989,2019,,Joint,nopre,type1,p3,l1,nopc,nob/c,456500,4.25,0.243,0.0,360.0,not_neg,not_int,not_lpsm,658000.0,sb,pr,home,1U,14460.0,CRIF,772,EXP,45-54,not_inst,69.3768997,North,direct,0,36.0
25990,2019,cf,Male,nopre,type1,p1,l1,nopc,nob/c,796500,4.99,0.5266,7037.93,360.0,not_neg,not_int,not_lpsm,1068000.0,sb,ir,home,4U,9660.0,EXP,867,CIB,25-34,not_inst,74.57865169,North,direct,0,27.0
25991,2019,cf,Joint,nopre,type1,p4,l1,nopc,nob/c,356500,3.875,0.343,3640.0,360.0,not_neg,not_int,not_lpsm,398000.0,sb,pr,home,1U,7320.0,EXP,545,EXP,45-54,not_inst,89.57286432,North,direct,0,40.0
25992,2019,cf,Sex Not Available,nopre,type1,p1,l2,nopc,nob/c,126500,5.5,1.4281,2319.1,360.0,not_neg,not_int,not_lpsm,168000.0,sb,pr,home,1U,7080.0,EXP,762,EXP,35-44,to_inst,75.29761905,south,direct,0,37.0
25993,2019,cf,Sex Not Available,pre,type1,p3,l1,nopc,nob/c,316500,4.375,0.8446,7765.73,360.0,not_neg,not_int,not_lpsm,418000.0,sb,pr,home,1U,5400.0,CIB,750,EXP,55-64,to_inst,75.71770335,south,direct,0,39.0
25994,2019,cf,Joint,nopre,type1,p4,l1,nopc,nob/c,316500,4.375,0.1688,0.0,276.0,not_neg,not_int,not_lpsm,388000.0,sb,pr,home,1U,7260.0,EXP,697,EXP,45-54,to_inst,81.57216495,North,direct,0,34.0
25995,2019,cf,Joint,pre,type1,p1,l1,nopc,nob/c,326500,4.625,0.7497,7374.38,360.0,not_neg,not_int,not_lpsm,348000.0,sb,pr,home,1U,6120.0,EXP,600,EXP,25-34,to_inst,93.82183908,south,direct,0,40.0
25996,2019,cf,Female,pre,type1,p3,l1,nopc,nob/c,146500,,,,360.0,not_neg,not_int,not_lpsm,128000.0,sb,pr,home,1U,2760.0,CRIF,772,CIB,65-74,to_inst,114.453125,North,direct,1,48.0
25997,2019,cf,Joint,pre,type1,p1,l1,nopc,nob/c,346500,4.25,-0.0157,5913.0,360.0,not_neg,not_int,not_lpsm,438000.0,sb,pr,home,1U,4800.0,CRIF,522,EXP,25-34,to_inst,79.10958904,south,direct,0,49.0
